,title,publication_date
5652,Language selection in bilingual word production: electrophysiological evidence for cross-language competition.,2010-11-27
5653,Production of lexical stress in non-native speakers of American English: kinematic correlates of stress and transfer.,2010-11-26
5654,Bilingual language assessment: a meta-analysis of diagnostic accuracy.,2010-11-26
5655,Structural plasticity in the language system related to increased second language proficiency.,2010-11-26
5656,Co-activation of syntax in bilingual language production.,2010-11-26
5657,[The development of health information with the involvement of consumers at the German Institute for Quality and Efficiency in Health Care (IQWiG)].,2010-11-20
5658,The role of midwives and health visitors in promoting intergenerational language maintenance in the bilingual setting: perceptions of parents and health professionals.,2010-11-19
5659,The role of word familiarity in Spanish/English bilingual word recognition.,2010-11-16
5660,Functional health literacy in Spanish-speaking Latinas seeking breast cancer screening through the National Breast and Cervical Cancer Screening Program.,2010-11-13
5661,Delaying the onset of Alzheimer disease: bilingualism as a form of cognitive reserve.,2010-11-10
5662,Decomposition of repetition priming processes in word translation.,2010-11-10
5663,Conflict Resolution in Sentence Processing by Bilinguals.,2010-11-09
5664,Validation of a Spanish language version of the pain self-perception scale in patients with fibromyalgia.,2010-11-06
5665,Observations and recommendations for community-based diabetes screenings.,2010-11-03
5666,"Language shift, bilingualism and the future of Britain's Celtic languages.",2010-11-03
5667,"Feasibility of emergency department bilingual computerized alcohol screening, brief intervention, and referral to treatment.",2010-11-03
5668,Theta burst stimulation of dorsolateral prefrontal cortex modulates pathological language switching: A case report.,2010-11-03
5669,Is a FAN always FUN? Phonological and orthographic effects in bilingual visual word recognition.,2010-11-03
5670,Language production.,2010-11-01
5671,Learning to liaise and elide comme il faut: evidence from bilingual children.,2010-10-30
5672,Translation and validation of Chinese version of International Knee Documentation Committee Subjective Knee Form.,2010-10-26
5673,Distinct neural correlates for two types of inhibition in bilinguals: response inhibition versus interference suppression.,2010-10-23
5674,[Bilingualism and the brain: myth and reality].,2010-10-23
5675,Hebrew brain vs. English brain: language modulates the way it is processed.,2010-10-22
5676,Breaking communication barriers for RA patients of South Asian origin: the use of a bilingual educational audio CD and linguistically appropriate peer support and education.,2010-10-21
5677,Language sample measures and language ability in Spanish-English bilingual kindergarteners.,2010-10-20
5678,Relationships between lexical and phonological development: a look at bilingual children--a commentary on Stoel-Gammon's 'Relationships between lexical and phonological development in young children'.,2010-10-19
5679,Hemispheric asymmetries in processing L1 and L2 idioms: effects of salience and context.,2010-10-16
5680,Binge drinking among male Mexican immigrants in Rural North Carolina.,2010-10-15
5681,"Two languages, two personalities? Examining language effects on the expression of personality in a bilingual context.",2010-10-15
5682,Age-related differences in interlingual priming: a behavioural and electrophysiological investigation.,2010-10-13
5683,Conceptual and non-conceptual repetition priming in category exemplar generation: Evidence from bilinguals.,2010-10-07
5684,Language and cognitive shifting: evidence from young monolingual and bilingual children.,2010-10-07
5685,Relationship between the cognitive environment and vocabulary development during the second year of life.,2010-10-06
5686,Patterns of stuttering in a Spanish/English bilingual: A case report.,2010-10-06
5687,Receptive vocabulary differences in monolingual and bilingual children.,2010-10-01
5688,Exploring perspectives on cochlear implants and language acquisition within the deaf community.,2010-10-01
5689,A conceptual model of nursing: a model of personhood for Irish nursing.,2010-09-28
5690,Cross-cultural adaptation of the Greek version of the Knee Outcome Survey--activities of Daily Living Scale (KOS-ADLS).,2010-09-28
5691,English speakers attend more strongly than Spanish speakers to manner of motion when classifying novel objects and events.,2010-09-22
5692,Not just semantics: strong frequency and weak cognate effects on semantic association in bilinguals.,2010-09-21
5693,Shared spatial representations for physical locations and location words in bilinguals' primary language.,2010-09-21
5694,Involuntary switching of attention mediates differences in event-related responses to complex tones between early and late Spanish-English bilinguals.,2010-09-21
5695,Cognitive flexibility in drawings of bilingual children.,2010-09-16
5696,[Obesity and life-style in 5-8-year-old children].,2010-09-15
5697,Grammatical category dissociation in multilingual aphasia.,2010-09-11
5698,"Relations among language exposure, phonological memory, and language development in Spanish-English bilingually developing 2-year-olds.",2010-09-11
5699,Risk factors for prenatal depressive symptoms among Hispanic women.,2010-09-09
5700,Informal discussions in substance abuse treatment sessions with Spanish-speaking clients.,2010-09-08
5701,A short-form version of the Boston Naming Test for language screening in dementia in a bilingual rural community in Galicia (Spain).,2010-09-04
5702,Electrophysiological correlates of the masked translation priming effect with highly proficient simultaneous bilinguals.,2010-09-02
5703,The mental representation of bilingualism.,2010-09-01
5704,Physical activity and hypertensive disorders of pregnancy among Hispanic women.,2010-08-28
5705,Health assessment of the Arab American community in southwest Brooklyn.,2010-08-27
5706,Responding to the Language Challenge: Kaiser Permanente's Approach.,2010-08-27
5707,New models of self-management education for minority ethnic groups: pilot randomized trial of a story-sharing intervention.,2010-08-27
5708,Bilingual children's acquisition of the past tense: a usage-based approach.,2010-08-27
5709,Managerial capacity and adoption of culturally competent practices in outpatient substance abuse treatment organizations.,2010-08-24
5710,Assessment and intervention of bilingual children with language impairment.,2010-08-21
5711,"Linguistic validation of the N-QOL (ICIQ), OAB-q (ICIQ), PPBC, OAB-S and ICIQ-MLUTSsex questionnaires in 16 languages.",2010-08-21
5712,Access to healthcare interpreter services: where are we and where do we need to go?,2010-08-19
5713,Esperanza y Vida: training lay health advisors and cancer survivors to promote breast and cervical cancer screening in Latinas.,2010-08-17
5714,Language access and language selection in professional translators.,2010-08-14
5715,Spanish/English bilingual listeners on clinical word recognition tests: what to expect and how to predict.,2010-08-07
5716,Nonselective access of phonological lexicon for two different orthographies: Korean and English.,2010-08-05
5717,The Revised Hierarchical Model: A critical review and assessment.,2010-08-03
5718,Language identification from visual-only speech signals.,2010-08-03
5719,Usability testing of an online self-management program for adolescents with juvenile idiopathic arthritis.,2010-08-03
5720,Bimusicalism: The Implicit Dual Enculturation of Cognitive and Affective Systems.,2010-07-27
5721,Towards evidence-based practice in language intervention for bilingual children.,2010-07-27
5722,Therapy for naming difficulties in bilingual aphasia: which language benefits?,2010-07-27
